datetime,stock_code,open,high,low,close,volume,open_interest
2021-12-23 12:12:00,JTLINF,59.74,60.75,57.38,57.93,226402,
2021-12-24 12:12:00,JTLINF,58.13,58.96,56.18,57.26,50696,
2021-12-27 12:12:00,JTLINF,57.26,57.26,54.25,54.98,92399,
2021-12-28 12:12:00,JTLINF,55.6,55.99,53.63,54.6,76959,
2021-12-29 12:12:00,JTLINF,54.5,54.5,52.4,53.11,123208,
2021-12-30 12:12:00,JTLINF,54.0,54.5,52.63,53.58,42673,
2021-12-31 12:12:00,JTLINF,53.75,54.76,52.48,52.86,159237,
2022-01-03 12:01:00,JTLINF,56.5,56.5,53.0,53.38,142723,
2022-01-04 12:01:00,JTLINF,54.19,54.63,52.5,54.24,64092,
2022-01-05 12:01:00,JTLINF,54.24,54.75,52.75,53.61,50283,
2022-01-06 12:01:00,JTLINF,52.81,54.18,52.81,53.89,19060,
2022-01-07 12:01:00,JTLINF,53.6,63.23,53.6,60.13,884479,
2022-01-10 12:01:00,JTLINF,62.98,66.24,61.63,65.08,341595,
2022-01-11 12:01:00,JTLINF,66.61,67.38,61.0,62.44,411683,
2022-01-12 12:01:00,JTLINF,63.25,65.51,62.44,64.45,248452,
2022-01-13 12:01:00,JTLINF,65.5,66.25,64.55,65.04,135373,
2022-01-14 12:01:00,JTLINF,64.01,66.25,64.01,65.44,113182,
2022-01-17 12:01:00,JTLINF,65.75,66.68,64.03,64.9,76510,
2022-01-18 12:01:00,JTLINF,65.54,65.55,62.38,62.74,94522,
2022-01-19 12:01:00,JTLINF,61.75,64.75,60.39,63.24,59415,
2022-01-20 12:01:00,JTLINF,62.5,63.88,61.93,63.53,63698,
2022-01-21 12:01:00,JTLINF,63.28,65.76,62.26,64.49,176702,
2022-01-24 12:01:00,JTLINF,63.75,63.75,58.0,60.34,109182,
2022-01-25 12:01:00,JTLINF,59.01,60.75,57.46,60.65,72682,
2022-01-27 12:01:00,JTLINF,60.75,63.85,60.75,62.03,55171,
2022-01-28 12:01:00,JTLINF,63.5,63.73,58.63,60.84,104267,
2022-01-31 12:01:00,JTLINF,61.93,61.93,59.19,59.73,50271,
2022-02-01 12:02:00,JTLINF,61.5,62.03,60.09,60.86,37004,
2022-02-02 12:02:00,JTLINF,62.25,62.25,59.36,59.86,51875,
2022-02-03 12:02:00,JTLINF,60.99,61.48,59.7,60.84,67690,
2022-02-04 12:02:00,JTLINF,61.98,67.75,60.2,64.48,220880,
2022-02-07 12:02:00,JTLINF,66.75,67.68,63.75,64.28,250202,
2022-02-08 12:02:00,JTLINF,64.99,65.08,61.29,62.31,79412,
2022-02-09 12:02:00,JTLINF,64.75,64.75,61.59,63.39,42656,
2022-02-10 12:02:00,JTLINF,63.78,65.35,61.75,62.14,37795,
2022-02-11 12:02:00,JTLINF,60.51,61.83,60.49,60.63,36729,
2022-02-14 12:02:00,JTLINF,57.5,59.65,56.64,57.73,44964,
2022-02-15 12:02:00,JTLINF,58.49,67.43,55.75,61.66,250910,
2022-02-16 12:02:00,JTLINF,61.75,63.98,60.16,62.81,82072,
2022-02-17 12:02:00,JTLINF,64.25,64.25,60.81,61.76,24484,
2022-02-18 12:02:00,JTLINF,61.0,63.84,61.0,62.54,169019,
2022-02-21 12:02:00,JTLINF,62.64,63.66,58.34,59.95,57735,
2022-02-22 12:02:00,JTLINF,59.71,59.71,56.24,57.28,109722,
2022-02-23 12:02:00,JTLINF,58.14,59.15,55.75,57.36,676934,
2022-02-24 12:02:00,JTLINF,56.5,57.13,50.05,51.53,102129,
2022-02-25 12:02:00,JTLINF,52.76,55.75,52.76,54.88,50041,
2022-02-28 12:02:00,JTLINF,55.0,61.0,53.64,58.08,59909,
2022-03-02 12:03:00,JTLINF,57.88,58.35,56.71,57.64,39612,
2022-03-03 12:03:00,JTLINF,59.08,59.08,56.94,57.05,27710,
2022-03-04 12:03:00,JTLINF,56.2,56.38,55.25,55.33,24294,
2022-03-07 12:03:00,JTLINF,54.5,54.54,53.31,53.9,31445,
2022-03-08 12:03:00,JTLINF,54.64,56.09,51.75,53.64,104654,
2022-03-09 12:03:00,JTLINF,53.83,56.25,53.05,55.88,67352,
2022-03-10 12:03:00,JTLINF,57.0,57.75,56.13,56.28,38849,
2022-03-11 12:03:00,JTLINF,56.5,57.49,55.15,55.89,32814,
2022-03-14 12:03:00,JTLINF,56.73,56.73,54.68,55.31,48773,
2022-03-15 12:03:00,JTLINF,55.5,56.0,53.75,54.91,32865,
2022-03-16 12:03:00,JTLINF,54.5,56.25,54.5,54.79,24097,
2022-03-17 12:03:00,JTLINF,55.13,56.19,54.19,54.68,56217,
2022-03-21 12:03:00,JTLINF,55.99,55.99,53.5,54.19,55672,
2022-03-22 12:03:00,JTLINF,53.51,54.56,52.91,53.74,40205,
2022-03-23 12:03:00,JTLINF,53.88,54.6,53.19,53.53,24393,
2022-03-24 12:03:00,JTLINF,53.11,60.23,53.11,58.75,433872,
2022-03-25 12:03:00,JTLINF,58.75,64.0,56.36,62.58,498670,
2022-03-28 12:03:00,JTLINF,61.45,62.0,59.51,60.89,115850,
2022-03-29 12:03:00,JTLINF,61.25,62.5,56.59,57.73,314784,
2022-03-30 12:03:00,JTLINF,58.6,60.15,56.64,58.35,57940,
2022-03-31 12:03:00,JTLINF,59.63,59.8,57.5,57.9,40648,
2022-04-01 12:04:00,JTLINF,58.7,59.31,57.75,59.01,30329,
2022-04-04 12:04:00,JTLINF,59.75,61.24,58.01,58.5,134821,
2022-04-05 12:04:00,JTLINF,59.15,60.5,58.25,58.9,62379,
2022-04-06 12:04:00,JTLINF,59.0,60.19,57.75,59.29,145611,
2022-04-07 12:04:00,JTLINF,59.53,62.25,58.5,61.54,114008,
2022-04-08 12:04:00,JTLINF,61.75,62.24,59.5,59.8,42153,
2022-04-11 12:04:00,JTLINF,59.98,60.8,58.0,58.68,40448,
2022-04-12 12:04:00,JTLINF,60.0,62.75,57.78,59.88,2033478,
2022-04-13 12:04:00,JTLINF,60.25,68.2,60.25,65.31,856550,
2022-04-18 12:04:00,JTLINF,65.99,68.75,65.69,67.31,378099,
2022-04-19 12:04:00,JTLINF,68.45,69.98,63.78,66.01,297239,
2022-04-20 12:04:00,JTLINF,67.75,68.5,61.38,65.95,527509,
2022-04-21 12:04:00,JTLINF,67.0,69.75,63.38,66.31,590694,
2022-04-22 12:04:00,JTLINF,65.96,66.2,63.75,64.01,231097,
2022-04-25 12:04:00,JTLINF,63.75,65.0,60.64,61.3,226785,
2022-04-26 12:04:00,JTLINF,61.96,62.66,59.75,60.01,195761,
2022-04-27 12:04:00,JTLINF,59.93,61.13,58.39,58.73,155057,
2022-04-28 12:04:00,JTLINF,59.35,60.25,58.25,59.66,84338,
2022-04-29 12:04:00,JTLINF,60.0,62.75,59.93,61.09,275717,
2022-05-02 12:05:00,JTLINF,60.43,61.6,59.2,59.75,84765,
2022-05-04 12:05:00,JTLINF,59.35,61.13,58.25,59.78,98619,
2022-05-05 12:05:00,JTLINF,61.65,61.75,59.28,59.84,185448,
2022-05-06 12:05:00,JTLINF,58.5,59.7,57.58,58.64,125795,
2022-05-09 12:05:00,JTLINF,58.64,58.64,55.84,57.39,79333,
2022-05-10 12:05:00,JTLINF,58.3,58.76,55.75,56.06,147364,
2022-05-11 12:05:00,JTLINF,57.0,57.0,52.04,53.68,85207,
2022-05-12 12:05:00,JTLINF,53.63,55.93,51.45,54.25,166645,
2022-05-13 12:05:00,JTLINF,55.08,57.0,54.63,56.41,177267,
2022-05-16 12:05:00,JTLINF,57.5,57.5,55.25,56.83,39920,
2022-05-17 12:05:00,JTLINF,57.5,57.5,56.15,56.55,13694,
2022-05-18 12:05:00,JTLINF,56.5,57.31,55.53,56.21,59929,
2022-05-19 12:05:00,JTLINF,54.5,55.79,53.69,53.84,45302,
2022-05-20 12:05:00,JTLINF,54.99,56.38,54.45,55.75,102387,
2022-05-23 12:05:00,JTLINF,56.59,59.25,54.76,57.39,216066,
2022-05-24 12:05:00,JTLINF,56.6,58.64,56.34,56.95,147576,
2022-05-25 12:05:00,JTLINF,56.95,57.15,54.35,54.99,231548,
2022-05-26 12:05:00,JTLINF,55.38,55.64,51.29,53.44,77381,
2022-05-27 12:05:00,JTLINF,54.25,55.5,53.68,54.44,35320,
2022-05-30 12:05:00,JTLINF,54.0,55.26,54.0,54.73,24582,
2022-05-31 12:05:00,JTLINF,54.4,55.79,53.0,53.74,74488,
2022-06-01 12:06:00,JTLINF,54.25,54.75,53.78,53.98,21754,
2022-06-02 12:06:00,JTLINF,54.08,54.8,53.71,54.41,28123,
2022-06-03 12:06:00,JTLINF,54.98,57.48,54.33,56.7,137220,
2022-06-06 12:06:00,JTLINF,56.49,56.49,54.6,56.19,67075,
2022-06-07 12:06:00,JTLINF,55.43,57.0,55.1,56.4,29854,
2022-06-08 12:06:00,JTLINF,57.0,57.0,53.81,54.85,23348,
2022-06-09 12:06:00,JTLINF,55.5,55.5,53.75,55.1,118938,
2022-06-10 12:06:00,JTLINF,54.75,55.95,54.75,55.59,154314,
2022-06-13 12:06:00,JTLINF,53.76,54.98,52.56,53.04,38598,
2022-06-14 12:06:00,JTLINF,52.44,54.03,52.0,52.34,43635,
2022-06-15 12:06:00,JTLINF,53.13,53.98,52.29,52.63,26021,
2022-06-16 12:06:00,JTLINF,53.41,53.65,50.74,51.08,33598,
2022-06-17 12:06:00,JTLINF,48.76,50.75,46.03,47.49,166631,
2022-06-20 12:06:00,JTLINF,46.78,50.89,41.61,48.2,345122,
2022-06-21 12:06:00,JTLINF,47.26,50.0,45.0,45.69,98755,
2022-06-22 12:06:00,JTLINF,45.24,45.26,43.38,43.91,38417,
2022-06-23 12:06:00,JTLINF,43.56,44.88,41.8,42.49,39217,
2022-06-24 12:06:00,JTLINF,41.91,48.23,41.5,46.85,157132,
2022-06-27 12:06:00,JTLINF,48.7,53.69,47.26,51.14,620074,
2022-06-28 12:06:00,JTLINF,50.23,52.5,49.19,51.84,293096,
2022-06-29 12:06:00,JTLINF,51.25,52.35,49.79,50.98,71804,
2022-06-30 12:06:00,JTLINF,51.13,52.75,49.48,52.19,81866,
2022-07-01 12:07:00,JTLINF,51.16,52.25,49.63,51.01,95809,
2022-07-04 12:07:00,JTLINF,50.55,51.41,49.84,50.26,33831,
2022-07-05 12:07:00,JTLINF,50.24,52.5,49.53,51.96,139387,
2022-07-06 12:07:00,JTLINF,52.38,53.73,50.63,51.2,51400,
2022-07-07 12:07:00,JTLINF,51.49,53.18,50.65,52.45,77308,
2022-07-08 12:07:00,JTLINF,52.91,53.24,49.31,52.08,1023125,
2022-07-11 12:07:00,JTLINF,51.54,53.45,51.5,53.06,77293,
2022-07-12 12:07:00,JTLINF,53.04,53.04,51.75,52.08,78608,
2022-07-13 12:07:00,JTLINF,52.25,52.5,51.51,51.96,15226,
2022-07-14 12:07:00,JTLINF,52.41,53.61,51.61,52.56,49667,
2022-07-15 12:07:00,JTLINF,52.29,53.76,51.55,53.33,271249,
2022-07-18 12:07:00,JTLINF,54.13,54.98,52.44,53.94,160890,
2022-07-19 12:07:00,JTLINF,53.65,54.51,53.01,53.65,55370,
2022-07-20 12:07:00,JTLINF,53.54,54.75,53.29,53.8,53412,
2022-07-21 12:07:00,JTLINF,53.55,54.25,53.34,53.89,18971,
2022-07-22 12:07:00,JTLINF,54.08,54.08,52.7,53.45,22614,
2022-07-25 12:07:00,JTLINF,53.88,53.91,48.4,50.64,114963,
2022-07-26 12:07:00,JTLINF,50.96,51.25,49.8,50.29,38333,
2022-07-27 12:07:00,JTLINF,50.11,53.75,49.69,53.34,164436,
2022-07-28 12:07:00,JTLINF,53.71,55.41,52.49,54.8,299157,
2022-07-29 12:07:00,JTLINF,54.8,56.13,52.99,55.43,154981,
2022-08-01 12:08:00,JTLINF,55.68,55.68,53.09,53.59,84384,
2022-08-02 12:08:00,JTLINF,53.13,53.26,52.18,52.6,48389,
2022-08-03 12:08:00,JTLINF,52.48,53.0,52.01,52.33,43116,
2022-08-04 12:08:00,JTLINF,51.76,53.45,51.25,52.19,99567,
2022-08-05 12:08:00,JTLINF,52.48,52.48,51.6,52.0,36093,
2022-08-08 12:08:00,JTLINF,52.36,52.48,51.4,51.94,59737,
2022-08-10 12:08:00,JTLINF,51.31,52.25,51.01,51.76,60443,
2022-08-11 12:08:00,JTLINF,52.98,53.75,51.8,53.18,80018,
2022-08-12 12:08:00,JTLINF,53.48,53.5,52.3,53.09,38316,
2022-08-16 12:08:00,JTLINF,52.29,53.61,52.04,52.79,46367,
2022-08-17 12:08:00,JTLINF,53.0,53.38,50.94,52.86,100637,
2022-08-18 12:08:00,JTLINF,53.21,53.21,51.75,51.85,31183,
2022-08-19 12:08:00,JTLINF,52.5,52.5,51.25,51.56,36086,
2022-08-22 12:08:00,JTLINF,50.81,51.78,49.75,50.81,98322,
2022-08-23 12:08:00,JTLINF,50.64,51.5,50.1,50.48,95492,
2022-08-24 12:08:00,JTLINF,51.11,51.19,48.06,49.73,64271,
2022-08-25 12:08:00,JTLINF,49.55,51.13,49.51,50.14,51517,
2022-08-26 12:08:00,JTLINF,50.63,51.25,49.56,50.74,46690,
2022-08-29 12:08:00,JTLINF,49.99,51.51,48.76,50.76,67620,
2022-08-30 12:08:00,JTLINF,50.68,50.75,49.8,50.44,76662,
2022-09-01 12:09:00,JTLINF,49.68,51.38,49.68,50.56,102474,
2022-09-02 12:09:00,JTLINF,50.5,50.76,49.75,50.14,72907,
2022-09-05 12:09:00,JTLINF,50.26,50.43,48.99,49.9,105088,
2022-09-06 12:09:00,JTLINF,50.48,50.65,49.53,49.65,94078,
2022-09-07 12:09:00,JTLINF,49.78,49.91,49.03,49.19,45031,
2022-09-08 12:09:00,JTLINF,49.26,50.0,49.0,49.16,37440,
2022-09-09 12:09:00,JTLINF,49.9,50.9,49.0,50.06,106289,
2022-09-12 12:09:00,JTLINF,50.5,50.75,49.68,49.98,82164,
2022-09-13 12:09:00,JTLINF,49.55,50.99,49.55,50.39,70249,
2022-09-14 12:09:00,JTLINF,49.39,50.25,49.05,49.74,55419,
2022-09-15 12:09:00,JTLINF,49.88,50.99,49.84,50.48,38906,
2022-09-16 12:09:00,JTLINF,50.5,50.75,46.6,47.25,112231,
2022-09-19 12:09:00,JTLINF,48.24,48.55,47.5,47.66,39395,
2022-09-20 12:09:00,JTLINF,47.81,52.48,46.71,49.99,89019,
2022-09-21 12:09:00,JTLINF,50.0,55.25,49.04,51.65,3438222,
2022-09-22 12:09:00,JTLINF,52.08,53.74,52.01,53.18,307461,
2022-09-23 12:09:00,JTLINF,54.25,59.45,54.0,58.3,1078004,
2022-09-26 12:09:00,JTLINF,59.2,60.61,56.68,57.89,832888,
2022-09-27 12:09:00,JTLINF,58.76,59.45,55.88,57.35,213178,
2022-09-28 12:09:00,JTLINF,56.75,62.0,56.45,60.59,454257,
2022-09-29 12:09:00,JTLINF,61.25,68.68,58.75,65.73,3856304,
2022-09-30 12:09:00,JTLINF,67.25,67.25,64.25,65.4,527061,
2022-10-03 12:10:00,JTLINF,65.25,66.21,62.76,63.68,585786,
2022-10-04 12:10:00,JTLINF,64.7,67.51,60.53,66.13,2599695,
2022-10-06 12:10:00,JTLINF,67.23,72.25,66.76,70.06,1157140,
2022-10-07 12:10:00,JTLINF,69.93,72.16,68.79,71.81,667365,
2022-10-10 12:10:00,JTLINF,70.81,73.5,70.0,70.44,360538,
2022-10-11 12:10:00,JTLINF,70.75,71.23,65.88,67.96,678180,
2022-10-12 12:10:00,JTLINF,68.75,70.25,66.5,69.94,245396,
2022-10-13 12:10:00,JTLINF,70.45,74.01,68.48,73.18,352021,
2022-10-14 12:10:00,JTLINF,73.41,74.25,69.08,71.11,305615,
2022-10-17 12:10:00,JTLINF,71.04,71.13,58.89,69.38,5365466,
2022-10-18 12:10:00,JTLINF,68.5,68.96,65.08,66.74,1923315,
2022-10-19 12:10:00,JTLINF,67.53,71.75,67.53,70.13,1099202,
2022-10-20 12:10:00,JTLINF,70.03,75.01,70.03,72.14,639409,
2022-10-21 12:10:00,JTLINF,72.14,73.75,70.53,71.65,483472,
2022-10-24 12:10:00,JTLINF,73.0,73.01,71.88,72.41,256668,
2022-10-25 12:10:00,JTLINF,72.5,73.0,70.53,72.38,174144,
2022-10-27 12:10:00,JTLINF,72.5,74.0,71.76,72.94,313692,
2022-10-28 12:10:00,JTLINF,73.25,73.25,70.75,71.88,162836,
2022-10-31 12:10:00,JTLINF,72.5,73.75,70.56,72.29,569861,
2022-11-01 12:11:00,JTLINF,72.5,73.5,71.55,72.81,226621,
2022-11-02 12:11:00,JTLINF,73.24,74.4,71.51,72.96,329156,
2022-11-03 12:11:00,JTLINF,72.96,76.05,72.25,75.55,800037,
2022-11-04 12:11:00,JTLINF,75.55,76.9,75.43,75.78,405004,
2022-11-07 12:11:00,JTLINF,76.34,76.48,74.25,74.85,257715,
2022-11-09 12:11:00,JTLINF,75.01,76.51,74.14,76.26,362658,
2022-11-10 12:11:00,JTLINF,76.93,76.93,75.0,76.4,186028,
2022-11-11 12:11:00,JTLINF,77.25,77.56,75.96,76.69,366428,
2022-11-14 12:11:00,JTLINF,76.88,76.88,75.26,75.58,116769,
2022-11-15 12:11:00,JTLINF,76.19,76.19,73.74,74.13,218553,
2022-11-16 12:11:00,JTLINF,74.13,76.15,71.75,74.0,457115,
2022-11-17 12:11:00,JTLINF,74.74,74.75,72.31,74.11,190496,
2022-11-18 12:11:00,JTLINF,73.98,75.26,73.2,73.95,233206,
2022-11-21 12:11:00,JTLINF,75.25,75.25,72.51,73.33,734927,
2022-11-22 12:11:00,JTLINF,72.96,74.5,72.96,73.9,173747,
2022-11-23 12:11:00,JTLINF,73.31,75.63,73.26,75.14,281690,
2022-11-24 12:11:00,JTLINF,75.88,76.25,74.79,75.26,278118,
2022-11-25 12:11:00,JTLINF,76.93,76.93,74.5,74.96,67894,
2022-11-28 12:11:00,JTLINF,74.75,75.34,74.25,75.13,82372,
2022-11-29 12:11:00,JTLINF,75.15,75.21,74.03,74.55,107482,
2022-11-30 12:11:00,JTLINF,75.46,77.49,74.33,77.01,479753,
2022-12-01 12:12:00,JTLINF,77.04,78.01,75.58,76.84,195581,
2022-12-02 12:12:00,JTLINF,76.5,76.84,75.01,76.18,101259,
2022-12-05 12:12:00,JTLINF,77.1,80.38,76.26,79.66,385646,
2022-12-06 12:12:00,JTLINF,80.23,81.25,78.46,79.03,973354,
2022-12-07 12:12:00,JTLINF,80.38,80.94,77.63,78.49,418535,
2022-12-08 12:12:00,JTLINF,78.85,80.25,78.85,79.48,196408,
2022-12-09 12:12:00,JTLINF,80.75,80.75,79.05,80.03,197426,
2022-12-12 12:12:00,JTLINF,81.25,85.5,80.03,84.8,714812,
2022-12-13 12:12:00,JTLINF,85.23,86.38,83.74,85.83,252874,
2022-12-14 12:12:00,JTLINF,87.5,87.5,85.05,85.4,150245,
2022-12-15 12:12:00,JTLINF,84.58,85.48,83.25,83.89,113913,
2022-12-16 12:12:00,JTLINF,82.5,84.33,82.06,82.95,115174,
2022-12-19 12:12:00,JTLINF,83.38,87.93,82.05,84.23,153104,
2022-12-20 12:12:00,JTLINF,84.65,85.01,83.04,84.79,196073,
